,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4358,male,0,yes,yes,13,yes,no,dsl,no,no,no,no,yes,yes,one year,yes,electronic,64.75,877.35,no
4359,female,0,no,no,23,yes,yes,fiber optic,no,yes,no,no,yes,yes,month,yes,credit card,98.7,2249.1,no
4360,male,1,yes,no,31,yes,yes,fiber optic,yes,no,no,no,yes,no,month,no,electronic,89.45,2807.65,no
4361,male,0,no,no,29,yes,no,dsl,yes,yes,no,yes,no,no,one year,yes,electronic,58.75,1696.2,no
4362,female,0,yes,no,49,yes,no,no,no,no,no,no,no,no,one year,no,credit card,20.7,1032.05,no
4363,female,0,yes,no,56,yes,yes,fiber optic,no,no,no,no,yes,no,month,yes,bank transfer,85.6,4902.8,no
4364,female,0,no,no,63,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,yes,credit card,80.3,4995.35,no
4365,male,0,yes,no,63,yes,yes,dsl,no,no,yes,yes,yes,yes,two year,no,credit card,79.8,5034.05,no
4366,male,1,yes,yes,24,yes,yes,fiber optic,yes,no,no,no,no,no,month,yes,electronic,79.85,1857.75,no
4367,male,1,yes,no,36,yes,no,dsl,no,no,yes,yes,no,no,one year,no,credit card,54.1,1992.85,no
4368,female,1,no,no,9,yes,no,fiber optic,no,no,no,no,yes,no,month,yes,electronic,80.85,751.65,yes
4369,male,0,no,no,3,no,no,dsl,no,no,no,no,no,no,month,no,electronic,24.75,66.95,yes
4370,female,0,yes,no,21,yes,no,dsl,yes,no,yes,yes,yes,yes,one year,no,mailed,80.9,1714.95,no
4371,male,0,yes,yes,13,yes,yes,no,no,no,no,no,no,no,one year,no,bank transfer,24.5,343.6,no
4372,male,0,yes,yes,1,yes,no,no,no,no,no,no,no,no,month,yes,bank transfer,20.15,20.15,no
4373,female,0,yes,yes,25,yes,no,no,no,no,no,no,no,no,one year,no,mailed,20.05,520.1,no
4374,male,0,yes,yes,71,yes,no,no,no,no,no,no,no,no,two year,yes,bank transfer,19.6,1387.45,no
4375,male,0,no,no,66,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,yes,bank transfer,114.3,7383.7,no
4376,female,0,no,no,45,yes,no,fiber optic,yes,yes,no,no,yes,yes,one year,yes,electronic,100.3,4483.95,no
4377,female,0,yes,no,22,yes,no,fiber optic,no,no,no,no,yes,no,month,yes,credit card,80.0,1706.45,no
4378,female,0,yes,no,67,yes,no,no,no,no,no,no,no,no,one year,yes,bank transfer,20.85,1327.4,no
4379,female,0,yes,no,68,yes,yes,fiber optic,no,no,yes,no,yes,no,two year,yes,bank transfer,89.95,5974.3,no
4380,female,0,yes,yes,0,yes,no,no,no,no,no,no,no,no,two year,no,mailed,20.0,2283.3005,no
4381,female,1,no,no,49,yes,yes,fiber optic,no,no,yes,no,no,yes,month,yes,credit card,90.85,4515.85,yes
4382,female,1,no,no,4,yes,yes,dsl,no,no,no,no,no,no,month,no,mailed,48.75,179.85,no
4383,male,0,yes,no,63,yes,yes,dsl,yes,yes,yes,yes,no,yes,one year,no,credit card,80.0,5040.2,no
4384,female,0,yes,no,2,yes,no,fiber optic,no,yes,yes,no,no,no,month,no,bank transfer,79.7,165.0,yes
4385,male,0,no,no,21,yes,no,no,no,no,no,no,no,no,one year,yes,mailed,20.35,422.7,no
4386,male,0,yes,yes,55,yes,no,dsl,yes,yes,no,yes,no,no,two year,no,bank transfer,57.55,3046.4,yes
4387,male,0,no,yes,1,yes,no,no,no,no,no,no,no,no,month,yes,mailed,20.25,20.25,no
4388,female,0,no,no,17,yes,no,no,no,no,no,no,no,no,two year,no,mailed,19.4,358.05,no
4389,male,0,no,no,30,yes,yes,fiber optic,yes,no,no,no,yes,yes,month,yes,bank transfer,100.4,2936.25,no
4390,male,0,yes,yes,22,yes,no,dsl,yes,yes,no,yes,no,no,month,yes,mailed,57.95,1271.8,no
4391,female,0,no,no,9,yes,no,dsl,no,no,no,yes,yes,no,month,yes,bank transfer,59.5,530.05,no
4392,male,0,yes,yes,1,yes,no,no,no,no,no,no,no,no,month,no,mailed,19.2,19.2,no
4393,female,0,yes,no,21,yes,yes,fiber optic,no,no,no,no,no,yes,month,yes,electronic,86.5,1808.7,yes
4394,male,0,no,no,19,yes,yes,dsl,no,no,yes,yes,no,no,month,no,electronic,59.55,1144.6,no
4395,female,0,yes,yes,69,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month,yes,electronic,103.95,7446.9,yes
4396,male,1,no,no,1,no,no,dsl,no,no,no,no,no,no,month,yes,electronic,25.1,25.1,yes
4397,female,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,no,two year,yes,bank transfer,103.95,7556.9,no
4398,male,0,yes,yes,70,yes,yes,dsl,yes,no,yes,no,yes,no,two year,no,credit card,68.95,4858.7,no
4399,female,0,no,no,66,yes,yes,fiber optic,yes,yes,yes,yes,no,yes,month,yes,bank transfer,103.1,6595.0,no
4400,female,0,yes,yes,7,no,no,dsl,no,no,no,no,no,no,month,yes,electronic,24.7,149.05,no
4401,female,1,yes,yes,46,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,month,yes,electronic,110.2,4972.1,no
4402,male,0,no,no,39,no,no,dsl,yes,yes,no,yes,yes,no,month,yes,credit card,48.95,1880.85,yes
4403,female,0,yes,yes,32,yes,yes,dsl,no,yes,yes,no,no,no,month,no,bank transfer,62.45,2045.55,no
4404,male,0,no,no,24,yes,no,fiber optic,no,yes,yes,no,no,yes,month,yes,electronic,89.55,2187.15,no
4405,male,0,yes,yes,6,yes,no,fiber optic,no,yes,no,no,no,yes,month,yes,credit card,83.55,477.55,yes
4406,female,0,no,no,37,yes,yes,dsl,yes,yes,yes,yes,yes,no,month,yes,credit card,78.9,2976.95,no
4407,male,0,no,yes,8,yes,no,no,no,no,no,no,no,no,month,no,mailed,20.35,178.7,no
4408,female,0,yes,yes,72,yes,yes,dsl,yes,no,yes,no,yes,no,two year,yes,bank transfer,71.45,5025.85,no
4409,male,1,yes,no,71,no,no,dsl,yes,yes,yes,yes,no,no,two year,no,credit card,46.35,3353.4,no
4410,female,0,yes,no,16,yes,no,fiber optic,no,yes,no,no,yes,yes,month,yes,bank transfer,94.65,1461.15,no
4411,female,0,yes,no,57,no,no,dsl,yes,no,yes,yes,no,yes,month,yes,bank transfer,49.9,2782.4,no
4412,male,0,no,no,66,yes,yes,no,no,no,no,no,no,no,one year,no,bank transfer,25.45,1699.15,no
4413,female,1,no,no,17,yes,no,fiber optic,no,yes,yes,no,yes,no,month,yes,electronic,89.15,1496.9,yes
4414,female,0,no,yes,21,yes,no,no,no,no,no,no,no,no,month,no,mailed,20.75,452.2,no
4415,male,0,yes,no,66,yes,yes,dsl,yes,yes,yes,no,no,no,two year,yes,credit card,66.1,4428.45,no
4416,female,0,yes,no,17,yes,yes,dsl,no,yes,no,no,yes,yes,month,yes,bank transfer,75.4,1322.55,no
4417,male,0,no,yes,1,yes,no,fiber optic,no,no,no,no,no,no,month,yes,mailed,70.45,70.45,yes
4418,male,0,yes,no,58,yes,no,dsl,yes,yes,yes,no,no,no,one year,no,credit card,60.3,3563.8,yes
4419,female,0,yes,yes,8,yes,no,no,no,no,no,no,no,no,month,no,credit card,21.05,139.75,no
4420,male,0,no,no,27,yes,no,dsl,yes,no,yes,yes,yes,no,one year,no,credit card,69.35,1927.3,no
4421,male,0,yes,no,34,yes,yes,fiber optic,no,yes,no,no,no,yes,month,no,mailed,88.85,3000.25,no
4422,male,0,no,no,30,yes,no,fiber optic,no,yes,no,no,yes,yes,one year,yes,bank transfer,97.0,3021.3,no
4423,male,0,no,no,33,yes,no,dsl,no,yes,yes,no,yes,no,month,yes,credit card,66.4,2245.4,no
4424,male,0,no,yes,1,no,no,dsl,no,no,no,no,no,no,month,no,electronic,24.75,24.75,yes
4425,male,0,yes,yes,14,yes,yes,dsl,yes,yes,no,no,no,yes,month,no,mailed,69.2,944.65,no
4426,female,0,no,yes,16,yes,yes,fiber optic,no,no,no,yes,no,no,one year,yes,credit card,79.5,1264.2,no
4427,female,0,no,no,49,yes,no,fiber optic,no,no,yes,yes,yes,yes,two year,no,credit card,100.65,4917.75,no
4428,male,0,yes,yes,19,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month,no,electronic,103.3,2012.7,yes
4429,female,0,yes,yes,70,yes,yes,dsl,yes,yes,yes,yes,yes,no,two year,no,bank transfer,79.7,5743.3,no
4430,female,0,yes,yes,32,yes,no,dsl,yes,yes,no,yes,no,no,month,no,bank transfer,61.4,1864.65,no
4431,female,0,no,no,18,yes,no,fiber optic,no,no,no,no,no,no,month,yes,electronic,69.8,1221.65,no
4432,male,0,no,no,37,no,no,dsl,yes,yes,no,yes,no,no,two year,yes,mailed,40.55,1390.85,no
4433,female,0,no,no,4,yes,yes,fiber optic,no,no,no,no,no,no,month,yes,electronic,75.65,302.35,no
4434,female,0,yes,no,16,yes,yes,fiber optic,yes,yes,yes,no,no,no,month,no,electronic,90.7,1374.9,no
4435,male,0,yes,no,17,yes,yes,fiber optic,no,yes,no,no,no,no,month,yes,bank transfer,80.5,1336.9,no
4436,female,0,no,yes,19,yes,no,dsl,yes,yes,yes,no,no,no,month,yes,electronic,60.6,1297.8,no
4437,male,0,yes,no,60,yes,yes,fiber optic,no,no,yes,no,yes,yes,two year,no,credit card,101.15,6067.4,no
4438,male,0,yes,yes,51,yes,yes,no,no,no,no,no,no,no,two year,yes,mailed,24.95,1222.25,no
4439,male,0,yes,yes,28,yes,no,no,no,no,no,no,no,no,two year,yes,credit card,20.3,487.95,no
4440,male,0,no,no,43,yes,no,dsl,no,yes,no,no,no,yes,two year,yes,electronic,60.0,2548.55,no
4441,male,0,yes,no,42,yes,no,no,no,no,no,no,no,no,two year,no,electronic,20.25,835.5,no
4442,male,0,no,no,3,yes,no,fiber optic,no,no,no,no,yes,no,month,yes,electronic,78.5,242.05,yes
4443,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month,no,mailed,44.75,44.75,no
4444,female,0,no,no,3,yes,no,no,no,no,no,no,no,no,month,no,mailed,19.85,63.75,yes
4445,female,0,no,no,63,yes,yes,fiber optic,yes,yes,yes,no,yes,no,two year,no,credit card,98.0,6218.45,no
4446,male,1,no,no,3,yes,no,fiber optic,no,no,no,no,yes,no,month,yes,electronic,79.9,260.9,yes
4447,male,0,yes,no,68,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,month,yes,electronic,107.7,7320.9,no
4448,female,1,no,no,30,yes,yes,fiber optic,no,yes,no,no,yes,yes,month,yes,electronic,99.7,2967.35,yes
4449,female,0,no,no,60,yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,no,electronic,104.7,6333.8,no
4450,male,0,no,no,15,yes,yes,dsl,no,yes,no,yes,no,no,month,yes,credit card,58.6,939.7,yes
4451,male,1,no,no,45,yes,yes,fiber optic,no,no,no,no,yes,yes,month,yes,bank transfer,93.9,4200.25,no
4452,female,0,yes,no,70,yes,no,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card,86.45,5950.2,no
4453,male,0,yes,no,10,yes,yes,fiber optic,no,no,yes,no,yes,yes,month,yes,electronic,98.5,1037.75,yes
4454,male,0,no,no,4,yes,no,no,no,no,no,no,no,no,month,no,mailed,19.4,93.4,no
4455,female,0,no,no,1,yes,no,dsl,no,no,yes,no,no,no,month,yes,mailed,50.45,50.45,yes
4456,female,0,yes,no,68,yes,yes,no,no,no,no,no,no,no,two year,yes,credit card,24.95,1614.9,no
4457,male,0,yes,yes,22,yes,no,fiber optic,yes,no,no,no,no,no,month,no,bank transfer,75.0,1573.95,no
4458,male,0,yes,yes,38,yes,yes,fiber optic,no,yes,yes,no,yes,no,month,yes,electronic,94.65,3624.3,yes
4459,female,0,no,no,1,yes,yes,fiber optic,no,yes,no,no,yes,yes,month,yes,credit card,100.25,100.25,yes
4460,male,0,yes,no,18,yes,no,fiber optic,no,no,yes,yes,no,no,month,no,electronic,78.2,1468.75,no
4461,male,0,no,no,29,yes,no,fiber optic,no,no,no,yes,yes,yes,month,yes,electronic,94.2,2607.6,no
4462,female,0,no,no,16,yes,yes,fiber optic,no,no,yes,no,no,yes,month,yes,electronic,88.45,1422.1,yes
4463,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month,yes,electronic,69.85,69.85,yes
4464,male,0,no,no,12,yes,no,fiber optic,yes,no,yes,no,no,no,month,no,bank transfer,81.7,858.6,yes
4465,male,0,no,no,31,no,no,dsl,no,no,yes,no,yes,yes,one year,yes,electronic,50.05,1523.4,no
4466,male,0,no,no,4,yes,no,fiber optic,no,no,no,no,no,yes,month,yes,electronic,79.9,324.3,yes
4467,female,0,yes,no,48,yes,yes,dsl,no,no,yes,yes,no,yes,one year,yes,mailed,69.55,3435.6,no
4468,female,0,no,no,15,yes,yes,no,no,no,no,no,no,no,month,yes,credit card,25.4,399.6,yes
4469,male,0,no,no,50,yes,no,fiber optic,yes,yes,yes,yes,no,no,one year,yes,credit card,90.1,4549.45,no
4470,male,0,no,no,7,yes,no,dsl,no,no,no,no,no,no,month,yes,bank transfer,44.65,322.5,no
4471,male,1,yes,no,41,yes,yes,fiber optic,yes,no,yes,no,no,no,month,yes,bank transfer,83.75,3273.55,yes
4472,male,0,yes,yes,68,yes,no,fiber optic,yes,no,yes,no,no,no,two year,no,credit card,80.35,5375.15,no
4473,female,1,yes,no,26,yes,yes,fiber optic,no,no,yes,no,yes,yes,month,yes,bank transfer,98.1,2510.7,no
4474,male,0,no,no,57,no,no,dsl,no,no,yes,yes,yes,yes,two year,no,credit card,53.35,3090.05,no
4475,female,0,no,no,3,yes,no,no,no,no,no,no,no,no,month,no,electronic,19.55,61.05,no
4476,female,0,no,no,1,yes,no,no,no,no,no,no,no,no,month,no,mailed,20.9,20.9,yes
4477,male,0,yes,yes,19,yes,no,dsl,yes,no,no,no,no,no,one year,yes,bank transfer,48.95,955.6,no
4478,female,0,no,no,3,yes,no,dsl,no,no,no,no,yes,no,month,yes,electronic,54.2,140.4,no
4479,female,0,no,no,59,yes,yes,no,no,no,no,no,no,no,two year,no,electronic,24.45,1493.1,no
4480,female,0,yes,no,1,yes,no,fiber optic,no,no,no,no,no,no,month,yes,mailed,69.4,69.4,yes
4481,male,0,yes,no,42,no,no,dsl,yes,no,no,no,yes,no,month,yes,bank transfer,40.15,1626.05,no
4482,female,0,no,no,7,yes,yes,fiber optic,no,no,no,no,no,no,month,yes,electronic,74.9,541.15,yes
4483,male,0,yes,no,67,yes,yes,no,no,no,no,no,no,no,two year,no,credit card,25.6,1784.9,no
4484,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month,yes,electronic,70.35,70.35,no
4485,male,0,yes,no,66,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,bank transfer,91.7,6075.9,no
4486,female,0,no,no,61,yes,yes,fiber optic,no,no,yes,no,no,yes,month,no,mailed,89.2,5500.6,no
4487,male,0,yes,yes,4,yes,yes,no,no,no,no,no,no,no,one year,no,credit card,24.1,73.1,no
4488,female,1,yes,no,42,yes,no,fiber optic,yes,no,no,no,no,no,month,yes,credit card,74.15,3229.4,yes
4489,female,0,yes,yes,64,yes,yes,dsl,no,yes,no,no,no,no,one year,yes,bank transfer,53.85,3399.85,no
4490,female,1,yes,no,54,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,yes,bank transfer,115.6,6431.05,no
4491,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month,yes,credit card,19.75,19.75,no
4492,male,0,yes,yes,54,yes,yes,no,no,no,no,no,no,no,two year,yes,bank transfer,24.05,1230.9,no
4493,female,0,no,yes,18,yes,yes,no,no,no,no,no,no,no,two year,no,credit card,25.3,454.65,no
4494,male,0,no,no,3,yes,no,fiber optic,no,yes,no,no,no,yes,month,no,electronic,84.3,235.05,no
4495,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month,yes,electronic,70.1,70.1,yes
4496,female,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card,89.75,6595.9,no
4497,male,1,yes,no,60,yes,no,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic,97.95,5867.0,no
4498,female,0,yes,yes,11,yes,no,no,no,no,no,no,no,no,one year,yes,mailed,20.0,196.35,no
4499,female,0,no,yes,12,yes,yes,fiber optic,yes,no,no,no,no,no,month,yes,electronic,78.3,909.25,yes
4500,male,0,yes,yes,61,yes,no,fiber optic,no,yes,yes,yes,yes,yes,one year,no,credit card,103.9,6449.15,no
4501,female,0,no,no,39,yes,no,no,no,no,no,no,no,no,two year,no,credit card,20.7,762.45,no
4502,male,0,no,no,55,yes,yes,fiber optic,no,no,no,no,yes,yes,month,yes,electronic,96.8,5283.95,yes
4503,female,0,no,no,17,yes,yes,fiber optic,yes,yes,no,no,yes,no,month,yes,electronic,94.4,1617.5,yes
4504,male,0,no,no,37,yes,no,no,no,no,no,no,no,no,one year,no,credit card,20.15,785.75,no
4505,female,0,yes,no,72,yes,yes,no,no,no,no,no,no,no,two year,yes,mailed,26.0,1776.0,no
4506,male,1,yes,no,72,yes,yes,dsl,no,yes,yes,yes,yes,no,two year,no,credit card,77.35,5396.25,no
4507,female,0,no,no,8,yes,no,dsl,yes,no,no,yes,no,yes,month,no,bank transfer,66.05,574.5,no
4508,female,0,yes,yes,22,yes,no,no,no,no,no,no,no,no,month,no,mailed,19.9,400.3,no
4509,female,0,no,no,1,yes,no,fiber optic,no,yes,no,no,yes,no,month,no,electronic,84.3,84.3,yes
4510,female,0,no,no,38,yes,yes,dsl,no,yes,no,yes,no,yes,month,no,credit card,68.15,2656.3,no
4511,male,0,no,yes,17,yes,no,dsl,no,yes,yes,yes,yes,yes,one year,no,electronic,80.85,1445.95,no
4512,female,1,no,no,70,yes,yes,dsl,no,yes,yes,yes,yes,no,two year,yes,bank transfer,75.5,5212.65,no
4513,female,1,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card,92.45,6440.25,yes
4514,female,0,no,no,28,yes,no,fiber optic,no,no,no,no,no,yes,month,yes,electronic,80.6,2244.95,no
4515,female,0,no,no,15,yes,no,fiber optic,no,yes,no,no,yes,no,month,yes,bank transfer,83.2,1130.0,no
4516,male,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer,87.55,6463.15,no
4517,female,1,yes,no,11,yes,yes,fiber optic,no,no,yes,no,yes,yes,month,yes,electronic,99.55,1131.2,yes
4518,male,1,no,no,8,yes,yes,fiber optic,no,no,yes,no,no,no,month,yes,electronic,81.25,585.95,yes
4519,female,0,yes,no,57,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,bank transfer,109.4,6252.7,no
4520,male,0,yes,yes,1,yes,no,no,no,no,no,no,no,no,month,no,bank transfer,19.95,19.95,yes
4521,female,0,yes,no,46,no,no,dsl,yes,yes,no,no,yes,no,month,no,electronic,45.55,2062.15,no
4522,male,0,yes,no,30,yes,no,no,no,no,no,no,no,no,one year,no,credit card,20.7,587.1,no
4523,male,1,yes,no,10,yes,no,fiber optic,yes,no,no,no,no,no,month,no,electronic,75.3,720.45,no
4524,male,0,yes,no,23,yes,yes,fiber optic,yes,yes,yes,no,yes,no,month,yes,electronic,99.25,2186.4,yes
4525,male,0,no,no,32,yes,no,fiber optic,yes,yes,yes,no,no,yes,month,yes,credit card,93.4,2979.3,no
4526,male,0,no,no,13,yes,no,fiber optic,yes,no,no,no,no,no,month,yes,credit card,73.75,956.65,no
4527,female,0,no,no,39,yes,no,fiber optic,no,no,yes,yes,no,no,two year,yes,electronic,80.45,3201.55,yes
4528,female,0,no,no,44,yes,no,fiber optic,no,yes,yes,no,yes,no,month,yes,credit card,88.15,3973.2,no
4529,male,1,no,no,9,yes,no,dsl,no,no,no,yes,no,no,month,no,mailed,49.2,447.9,no
4530,female,0,yes,no,67,yes,no,no,no,no,no,no,no,no,two year,no,mailed,19.65,1335.2,no
4531,male,0,yes,yes,9,yes,yes,fiber optic,no,no,yes,no,no,no,month,yes,bank transfer,79.35,661.25,yes
4532,female,0,no,no,15,yes,yes,fiber optic,no,yes,no,no,no,no,month,yes,electronic,79.75,1111.85,yes
4533,female,0,yes,no,71,yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,yes,bank transfer,105.15,7555.0,no
4534,male,0,no,no,1,yes,no,dsl,no,no,no,yes,no,no,month,no,credit card,49.0,49.0,no
4535,female,0,yes,yes,30,yes,yes,fiber optic,no,no,yes,no,yes,yes,month,yes,electronic,100.05,3046.15,yes
4536,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month,yes,electronic,69.35,69.35,yes
4537,male,0,yes,no,17,no,no,dsl,no,yes,no,no,yes,yes,month,yes,mailed,49.8,836.35,no
4538,female,0,no,no,3,yes,no,fiber optic,no,no,no,yes,no,yes,month,no,electronic,85.8,272.2,yes
4539,male,0,yes,yes,67,yes,yes,dsl,yes,no,yes,no,yes,yes,two year,yes,electronic,79.7,5293.4,yes
4540,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month,no,bank transfer,20.95,20.95,no
4541,female,1,no,no,1,yes,yes,dsl,no,no,no,no,no,no,month,no,mailed,50.55,50.55,yes
4542,female,1,yes,no,32,yes,yes,fiber optic,no,no,yes,no,no,no,month,no,mailed,79.3,2570.0,no
4543,male,0,yes,yes,41,yes,no,no,no,no,no,no,no,no,one year,no,bank transfer,19.5,798.2,no
4544,male,0,yes,no,1,yes,no,fiber optic,no,no,no,no,yes,no,month,yes,electronic,80.55,80.55,yes
4545,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month,no,bank transfer,44.15,44.15,no
4546,female,0,yes,yes,12,yes,yes,fiber optic,no,yes,yes,no,no,no,month,yes,electronic,84.5,916.9,yes
4547,male,0,yes,yes,62,yes,yes,fiber optic,yes,yes,no,no,yes,yes,month,yes,electronic,105.5,6487.2,no
4548,female,0,no,no,22,yes,no,fiber optic,no,yes,no,no,no,yes,month,yes,mailed,84.3,1855.65,yes
4549,female,0,no,yes,17,yes,yes,fiber optic,no,yes,yes,yes,no,no,month,yes,credit card,92.7,1556.85,no
4550,female,0,yes,yes,72,yes,yes,no,no,no,no,no,no,no,two year,yes,bank transfer,26.25,1988.05,no
4551,male,0,yes,yes,56,yes,yes,fiber optic,no,yes,no,yes,yes,no,month,yes,credit card,96.95,5432.2,no
4552,female,0,no,no,9,yes,no,no,no,no,no,no,no,no,month,yes,credit card,20.45,147.55,no
4553,male,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer,115.8,8424.9,no
4554,male,0,no,no,20,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,month,yes,bank transfer,108.2,2203.7,no
4555,male,0,yes,yes,19,yes,no,no,no,no,no,no,no,no,two year,no,mailed,20.2,387.4,no
4556,male,0,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month,yes,electronic,67.75,116.65,yes
4557,male,0,no,no,53,no,no,dsl,no,no,yes,yes,yes,yes,one year,no,credit card,54.9,3045.75,no
4558,female,1,no,no,27,yes,yes,fiber optic,no,no,no,no,no,yes,month,yes,electronic,85.25,2287.25,yes
4559,male,0,no,no,6,yes,no,no,no,no,no,no,no,no,month,no,bank transfer,20.15,130.5,no
4560,male,0,yes,yes,9,yes,yes,fiber optic,no,no,yes,no,yes,no,one year,yes,electronic,90.35,767.9,no
4561,female,0,yes,yes,8,yes,yes,dsl,no,yes,no,no,no,no,month,no,electronic,55.75,446.8,no
4562,female,0,yes,yes,71,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,bank transfer,114.6,8100.25,no
4563,female,0,no,no,10,yes,yes,fiber optic,no,yes,no,no,no,no,month,yes,bank transfer,80.05,830.7,yes
4564,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month,no,mailed,20.0,20.0,yes
4565,female,0,yes,no,71,no,no,dsl,yes,yes,yes,yes,yes,yes,one year,no,bank transfer,66.8,4689.15,no
4566,male,0,yes,no,68,yes,no,fiber optic,no,yes,no,yes,yes,yes,one year,yes,electronic,100.3,6754.35,no
4567,male,0,no,no,34,yes,yes,fiber optic,no,yes,no,yes,yes,yes,month,yes,electronic,105.35,3540.65,no
4568,male,0,no,no,26,yes,no,fiber optic,no,yes,yes,yes,no,no,one year,yes,electronic,85.2,2184.6,no
4569,female,0,no,no,22,yes,no,dsl,yes,no,no,no,no,no,month,yes,credit card,48.8,1054.6,yes
4570,male,0,no,no,7,yes,no,no,no,no,no,no,no,no,month,yes,mailed,18.95,130.55,no
4571,female,0,yes,no,20,yes,no,fiber optic,no,no,no,no,no,no,month,yes,bank transfer,69.8,1540.35,no
4572,female,0,yes,no,60,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month,yes,electronic,106.15,6411.25,no
4573,male,0,yes,yes,72,yes,no,no,no,no,no,no,no,no,two year,no,electronic,20.55,1432.55,no
4574,female,1,yes,no,72,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,credit card,105.75,7629.85,no
4575,male,0,no,no,4,yes,yes,no,no,no,no,no,no,no,month,no,mailed,25.25,101.9,no
4576,male,0,yes,yes,16,yes,no,no,no,no,no,no,no,no,month,no,electronic,19.75,313.4,no
4577,female,1,yes,no,62,yes,yes,fiber optic,yes,no,yes,no,yes,yes,one year,yes,electronic,104.85,6312.9,no
4578,female,0,no,no,10,yes,no,dsl,no,no,no,yes,no,yes,month,yes,mailed,60.95,629.55,no
4579,male,0,no,no,31,yes,yes,fiber optic,no,yes,no,no,no,no,month,yes,electronic,81.15,2640.55,no
4580,female,0,yes,no,71,yes,no,no,no,no,no,no,no,no,two year,no,credit card,19.1,1372.45,no
4581,male,0,no,no,58,yes,no,no,no,no,no,no,no,no,two year,no,mailed,20.8,1212.25,no
4582,male,0,yes,yes,70,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card,90.15,6237.05,no
4583,female,0,yes,no,71,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,electronic,90.1,6310.9,no
4584,male,1,no,no,69,yes,yes,dsl,yes,no,yes,yes,no,yes,two year,no,credit card,74.1,5031.0,no
4585,female,1,no,no,1,yes,yes,fiber optic,no,no,no,no,no,yes,month,yes,electronic,85.05,85.05,yes
4586,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer,118.75,8672.45,no
4587,female,0,yes,no,26,yes,no,fiber optic,no,no,no,yes,no,yes,month,no,credit card,85.9,2196.45,no
4588,female,0,yes,no,33,yes,yes,fiber optic,no,no,yes,yes,no,yes,month,yes,credit card,95.0,3008.15,no
4589,female,0,yes,yes,10,yes,no,no,no,no,no,no,no,no,two year,no,mailed,20.15,220.8,no
4590,female,1,no,no,57,yes,yes,fiber optic,yes,no,yes,yes,no,yes,two year,no,credit card,101.3,5779.6,no
4591,female,0,no,no,10,yes,no,no,no,no,no,no,no,no,month,yes,electronic,21.2,222.65,no
